Code Officiel Région;Code Officiel Commune / Arrondissement Municipal;Code Officiel Département;Nom Officiel Commune / Arrondissement Municipal;Code interne de la variable;Valeur;Année de référence géographique;Année;Code Officiel EPCI;Nom Officiel EPCI;Nom de la variable;Nom Officiel Département;Nom Officiel Région
04;974424;974;Cilaos;csx_rec6taxtypac_rec2rpop;318.16133768174427;2021;2013;;;Ouvriers Chômeurs;La Réunion;La Réunion
04;974403;974;Entre-Deux;csx_rec1taxtypac_rec1rpop;60.78344193459313;2019;2007;;;Agriculteurs Actifs ayant un emploi;La Réunion;La Réunion
04;974403;974;Entre-Deux;csx_rec5taxtypac_rec2rpop;235.53583749654845;2019;2007;;;Employés Chômeurs;La Réunion;La Réunion
04;974406;974;Plaine-Des-Palmistes;csx_rec4taxtypac_rec1rpop;252.70294290103362;2019;2007;;;Professions intermédiaires Actifs ayant un emploi;La Réunion;La Réunion
04;974406;974;Plaine-Des-Palmistes;csx_rec5taxtypac_rec2rpop;184.22386931536164;2019;2007;;;Employés Chômeurs;La Réunion;La Réunion
04;974406;974;Plaine-Des-Palmistes;csx_rec6taxtypac_rec2rpop;183.48715546703127;2019;2007;;;Ouvriers Chômeurs;La Réunion;La Réunion
04;974407;974;Port;csx_rec4taxtypac_rec2rpop;269.2264289212821;2019;2007;;;Professions intermédiaires Chômeurs;La Réunion;La Réunion
04;974410;974;Saint-Benoît;csx_rec1taxtypac_rec1rpop;361.82973113475344;2019;2007;;;Agriculteurs Actifs ayant un emploi;La Réunion;La Réunion
04;974412;974;Saint-Joseph;csx_rec1taxtypac_rec2rpop;35.27029334882917;2019;2007;;;Agriculteurs Chômeurs;La Réunion;La Réunion
04;974414;974;Saint-Louis;csx_rec4taxtypac_rec2rpop;438.87721774225435;2019;2007;;;Professions intermédiaires Chômeurs;La Réunion;La Réunion
04;974419;974;Sainte-Rose;csx_rec5taxtypac_rec2rpop;340.0;2019;2007;;;Employés Chômeurs;La Réunion;La Réunion
04;974420;974;Sainte-Suzanne;csx_rec2taxtypac_rec2rpop;24.8832406230158;2019;2007;;;Artisans, commerçants, chefs d'entreprise Chômeurs;La Réunion;La Réunion
04;974424;974;Cilaos;csx_rec5taxtypac_rec2rpop;332.0;2019;2007;;;Employés Chômeurs;La Réunion;La Réunion
04;974401;974;Avirons;csx_rec6taxtypac_rec2rpop;427.14372393194924;2021;2008;;;Ouvriers Chômeurs;La Réunion;La Réunion
04;974402;974;Bras-Panon;csx_rec1taxtypac_rec1rpop;100.0;2021;2008;;;Agriculteurs Actifs ayant un emploi;La Réunion;La Réunion
04;974403;974;Entre-Deux;csx_rec1taxtypac_rec2rpop;3.89961137756838;2021;2008;;;Agriculteurs Chômeurs;La Réunion;La Réunion
04;974405;974;Petite-Île;csx_rec3taxtypac_rec1rpop;149.32798966374384;2021;2008;;;Cadres et professions intellectuelles supérieures Actifs ayant un emploi;La Réunion;La Réunion
04;974408;974;Possession;csx_rec2taxtypac_rec1rpop;629.2552336872761;2021;2008;;;Artisans, commerçants, chefs d'entreprise Actifs ayant un emploi;La Réunion;La Réunion
04;974408;974;Possession;csx_rec5taxtypac_rec2rpop;827.515519819661;2021;2008;;;Employés Chômeurs;La Réunion;La Réunion
04;974417;974;Saint-Philippe;csx_rec1taxtypac_rec2rpop;0.0;2021;2008;;;Agriculteurs Chômeurs;La Réunion;La Réunion
04;974419;974;Sainte-Rose;csx_rec3taxtypac_rec1rpop;40.83083126620582;2021;2008;;;Cadres et professions intellectuelles supérieures Actifs ayant un emploi;La Réunion;La Réunion
04;974419;974;Sainte-Rose;csx_rec5taxtypac_rec1rpop;505.4027598812143;2021;2008;;;Employés Actifs ayant un emploi;La Réunion;La Réunion
04;974419;974;Sainte-Rose;csx_rec6taxtypac_rec2rpop;366.8813505585313;2021;2008;;;Ouvriers Chômeurs;La Réunion;La Réunion
04;974423;974;Trois-Bassins;csx_rec3taxtypac_rec1rpop;113.99437495270818;2021;2008;;;Cadres et professions intellectuelles supérieures Actifs ayant un emploi;La Réunion;La Réunion
04;974423;974;Trois-Bassins;csx_rec3taxtypac_rec2rpop;3.9308405156106296;2021;2008;;;Cadres et professions intellectuelles supérieures Chômeurs;La Réunion;La Réunion
04;974405;974;Petite-Île;csx_rec6taxtypac_rec1rpop;636.6991770708687;2019;2007;;;Ouvriers Actifs ayant un emploi;La Réunion;La Réunion
04;974405;974;Petite-Île;csx_rec6taxtypac_rec2rpop;459.1626124868054;2019;2007;;;Ouvriers Chômeurs;La Réunion;La Réunion
04;974409;974;Saint-André;csx_rec4taxtypac_rec2rpop;402.71654639978715;2019;2007;;;Professions intermédiaires Chômeurs;La Réunion;La Réunion
04;974411;974;Saint-Denis;csx_rec1taxtypac_rec2rpop;15.044214091779569;2019;2007;;;Agriculteurs Chômeurs;La Réunion;La Réunion
04;974413;974;Saint-Leu;csx_rec1taxtypac_rec1rpop;243.7555439895172;2019;2007;;;Agriculteurs Actifs ayant un emploi;La Réunion;La Réunion
04;974413;974;Saint-Leu;csx_rec4taxtypac_rec2rpop;422.9297955328831;2019;2007;;;Professions intermédiaires Chômeurs;La Réunion;La Réunion
04;974419;974;Sainte-Rose;csx_rec3taxtypac_rec1rpop;40.0;2019;2007;;;Cadres et professions intellectuelles supérieures Actifs ayant un emploi;La Réunion;La Réunion
04;974420;974;Sainte-Suzanne;csx_rec4taxtypac_rec2rpop;167.52378473339505;2019;2007;;;Professions intermédiaires Chômeurs;La Réunion;La Réunion
04;974420;974;Sainte-Suzanne;csx_rec6taxtypac_rec2rpop;876.7336091500575;2019;2007;;;Ouvriers Chômeurs;La Réunion;La Réunion
04;974421;974;Salazie;csx_rec3taxtypac_rec1rpop;54.205523803362105;2019;2007;;;Cadres et professions intellectuelles supérieures Actifs ayant un emploi;La Réunion;La Réunion
04;974421;974;Salazie;csx_rec3taxtypac_rec2rpop;0.0;2019;2007;;;Cadres et professions intellectuelles supérieures Chômeurs;La Réunion;La Réunion
04;974423;974;Trois-Bassins;csx_rec1taxtypac_rec2rpop;0.0;2019;2007;;;Agriculteurs Chômeurs;La Réunion;La Réunion
04;974423;974;Trois-Bassins;csx_rec2taxtypac_rec2rpop;19.64844288022492;2019;2007;;;Artisans, commerçants, chefs d'entreprise Chômeurs;La Réunion;La Réunion
04;974424;974;Cilaos;csx_rec1taxtypac_rec2rpop;0.0;2019;2007;;;Agriculteurs Chômeurs;La Réunion;La Réunion
04;974402;974;Bras-Panon;csx_rec6taxtypac_rec2rpop;489.4303842566149;2019;2012;;;Ouvriers Chômeurs;La Réunion;La Réunion
04;974404;974;Étang-Salé;csx_rec3taxtypac_rec1rpop;784.1501020461975;2019;2012;;;Cadres et professions intellectuelles supérieures Actifs ayant un emploi;La Réunion;La Réunion
04;974404;974;Étang-Salé;csx_rec5taxtypac_rec1rpop;996.6287638732567;2019;2012;;;Employés Actifs ayant un emploi;La Réunion;La Réunion
04;974405;974;Petite-Île;csx_rec3taxtypac_rec2rpop;12.428438205799829;2019;2012;;;Cadres et professions intellectuelles supérieures Chômeurs;La Réunion;La Réunion
04;974408;974;Possession;csx_rec4taxtypac_rec2rpop;322.3997167232204;2019;2012;;;Professions intermédiaires Chômeurs;La Réunion;La Réunion
04;974408;974;Possession;csx_rec5taxtypac_rec1rpop;2871.0126672431575;2019;2012;;;Employés Actifs ayant un emploi;La Réunion;La Réunion
04;974410;974;Saint-Benoît;csx_rec4taxtypac_rec1rpop;1510.0622036249117;2019;2012;;;Professions intermédiaires Actifs ayant un emploi;La Réunion;La Réunion
04;974415;974;Saint-Paul;csx_rec2taxtypac_rec2rpop;276.6905398692726;2019;2012;;;Artisans, commerçants, chefs d'entreprise Chômeurs;La Réunion;La Réunion
04;974419;974;Sainte-Rose;csx_rec2taxtypac_rec2rpop;16.0;2019;2012;;;Artisans, commerçants, chefs d'entreprise Chômeurs;La Réunion;La Réunion
04;974420;974;Sainte-Suzanne;csx_rec4taxtypac_rec2rpop;243.4520189710192;2019;2012;;;Professions intermédiaires Chômeurs;La Réunion;La Réunion
04;974421;974;Salazie;csx_rec4taxtypac_rec1rpop;264.64394258194267;2019;2012;;;Professions intermédiaires Actifs ayant un emploi;La Réunion;La Réunion
04;974423;974;Trois-Bassins;csx_rec1taxtypac_rec1rpop;73.68919953849108;2019;2012;;;Agriculteurs Actifs ayant un emploi;La Réunion;La Réunion
04;974424;974;Cilaos;csx_rec3taxtypac_rec1rpop;28.0;2019;2012;;;Cadres et professions intellectuelles supérieures Actifs ayant un emploi;La Réunion;La Réunion
04;974424;974;Cilaos;csx_rec5taxtypac_rec2rpop;276.0;2019;2012;;;Employés Chômeurs;La Réunion;La Réunion
04;974405;974;Petite-Île;csx_rec2taxtypac_rec1rpop;222.22921075685443;2019;2012;;;Artisans, commerçants, chefs d'entreprise Actifs ayant un emploi;La Réunion;La Réunion
04;974406;974;Plaine-Des-Palmistes;csx_rec4taxtypac_rec1rpop;305.2267600799625;2019;2012;;;Professions intermédiaires Actifs ayant un emploi;La Réunion;La Réunion
04;974408;974;Possession;csx_rec6taxtypac_rec2rpop;801.7157281394336;2019;2012;;;Ouvriers Chômeurs;La Réunion;La Réunion
04;974413;974;Saint-Leu;csx_rec2taxtypac_rec1rpop;762.1167042194652;2019;2012;;;Artisans, commerçants, chefs d'entreprise Actifs ayant un emploi;La Réunion;La Réunion
04;974413;974;Saint-Leu;csx_rec6taxtypac_rec2rpop;1664.6704601066801;2019;2012;;;Ouvriers Chômeurs;La Réunion;La Réunion
04;974418;974;Sainte-Marie;csx_rec1taxtypac_rec2rpop;10.608653407431;2019;2012;;;Agriculteurs Chômeurs;La Réunion;La Réunion
04;974423;974;Trois-Bassins;csx_rec2taxtypac_rec1rpop;110.08492594631703;2019;2012;;;Artisans, commerçants, chefs d'entreprise Actifs ayant un emploi;La Réunion;La Réunion
04;974401;974;Avirons;csx_rec6taxtypac_rec1rpop;534.6611786393553;2021;2008;;;Ouvriers Actifs ayant un emploi;La Réunion;La Réunion
04;974409;974;Saint-André;csx_rec4taxtypac_rec1rpop;2470.7368886012528;2021;2008;;;Professions intermédiaires Actifs ayant un emploi;La Réunion;La Réunion
04;974409;974;Saint-André;csx_rec5taxtypac_rec1rpop;4287.049681786579;2021;2008;;;Employés Actifs ayant un emploi;La Réunion;La Réunion
04;974410;974;Saint-Benoît;csx_rec4taxtypac_rec1rpop;1347.7184405231087;2021;2008;;;Professions intermédiaires Actifs ayant un emploi;La Réunion;La Réunion
04;974411;974;Saint-Denis;csx_rec3taxtypac_rec2rpop;271.6846180749414;2021;2008;;;Cadres et professions intellectuelles supérieures Chômeurs;La Réunion;La Réunion
04;974415;974;Saint-Paul;csx_rec2taxtypac_rec2rpop;160.25802454219053;2021;2008;;;Artisans, commerçants, chefs d'entreprise Chômeurs;La Réunion;La Réunion
04;974417;974;Saint-Philippe;csx_rec5taxtypac_rec2rpop;333.8277624852527;2021;2008;;;Employés Chômeurs;La Réunion;La Réunion
04;974418;974;Sainte-Marie;csx_rec6taxtypac_rec1rpop;1656.8737689829777;2021;2008;;;Ouvriers Actifs ayant un emploi;La Réunion;La Réunion
04;974421;974;Salazie;csx_rec3taxtypac_rec1rpop;55.105956937841476;2021;2008;;;Cadres et professions intellectuelles supérieures Actifs ayant un emploi;La Réunion;La Réunion
04;974405;974;Petite-Île;csx_rec5taxtypac_rec2rpop;488.7915641211667;2021;2013;;;Employés Chômeurs;La Réunion;La Réunion
04;974408;974;Possession;csx_rec6taxtypac_rec2rpop;800.4293080437203;2021;2013;;;Ouvriers Chômeurs;La Réunion;La Réunion
04;974409;974;Saint-André;csx_rec3taxtypac_rec2rpop;32.51201933893037;2021;2013;;;Cadres et professions intellectuelles supérieures Chômeurs;La Réunion;La Réunion
04;974411;974;Saint-Denis;csx_rec5taxtypac_rec2rpop;5005.617385996741;2021;2013;;;Employés Chômeurs;La Réunion;La Réunion
04;974416;974;Saint-Pierre;csx_rec6taxtypac_rec2rpop;3287.2841288236186;2021;2013;;;Ouvriers Chômeurs;La Réunion;La Réunion
04;974420;974;Sainte-Suzanne;csx_rec2taxtypac_rec2rpop;55.70846102294702;2021;2013;;;Artisans, commerçants, chefs d'entreprise Chômeurs;La Réunion;La Réunion
04;974421;974;Salazie;csx_rec5taxtypac_rec2rpop;216.92009164445682;2021;2013;;;Employés Chômeurs;La Réunion;La Réunion
04;974407;974;Port;csx_rec3taxtypac_rec1rpop;229.54682645217642;2019;2017;;;Cadres et professions intellectuelles supérieures Actifs ayant un emploi;La Réunion;La Réunion
04;974408;974;Possession;csx_rec5taxtypac_rec1rpop;2657.103002807207;2019;2017;;;Employés Actifs ayant un emploi;La Réunion;La Réunion
04;974411;974;Saint-Denis;csx_rec2taxtypac_rec1rpop;2158.425235943642;2019;2017;;;Artisans, commerçants, chefs d'entreprise Actifs ayant un emploi;La Réunion;La Réunion
04;974416;974;Saint-Pierre;csx_rec6taxtypac_rec2rpop;2869.2926375741713;2019;2017;;;Ouvriers Chômeurs;La Réunion;La Réunion
04;974418;974;Sainte-Marie;csx_rec5taxtypac_rec1rpop;3046.0554276083126;2019;2017;;;Employés Actifs ayant un emploi;La Réunion;La Réunion
04;974418;974;Sainte-Marie;csx_rec5taxtypac_rec2rpop;1107.668530824709;2019;2017;;;Employés Chômeurs;La Réunion;La Réunion
04;974420;974;Sainte-Suzanne;csx_rec4taxtypac_rec2rpop;317.2409793346089;2019;2017;;;Professions intermédiaires Chômeurs;La Réunion;La Réunion
04;974421;974;Salazie;csx_rec2taxtypac_rec2rpop;0.0;2019;2017;;;Artisans, commerçants, chefs d'entreprise Chômeurs;La Réunion;La Réunion
04;974423;974;Trois-Bassins;csx_rec2taxtypac_rec2rpop;10.20092787254232;2021;2013;;;Artisans, commerçants, chefs d'entreprise Chômeurs;La Réunion;La Réunion
04;974402;974;Bras-Panon;csx_rec1taxtypac_rec2rpop;16.0;2021;2008;;;Agriculteurs Chômeurs;La Réunion;La Réunion
04;974402;974;Bras-Panon;csx_rec5taxtypac_rec1rpop;1100.0;2021;2008;;;Employés Actifs ayant un emploi;La Réunion;La Réunion
04;974410;974;Saint-Benoît;csx_rec6taxtypac_rec2rpop;1289.9112013961962;2021;2008;;;Ouvriers Chômeurs;La Réunion;La Réunion
04;974413;974;Saint-Leu;csx_rec4taxtypac_rec2rpop;449.7135981758618;2021;2008;;;Professions intermédiaires Chômeurs;La Réunion;La Réunion
04;974420;974;Sainte-Suzanne;csx_rec3taxtypac_rec1rpop;485.04818468852756;2021;2008;;;Cadres et professions intellectuelles supérieures Actifs ayant un emploi;La Réunion;La Réunion
04;974422;974;Tampon;csx_rec1taxtypac_rec2rpop;67.51577227285416;2021;2008;;;Agriculteurs Chômeurs;La Réunion;La Réunion
04;974423;974;Trois-Bassins;csx_rec1taxtypac_rec2rpop;3.9308405156106296;2021;2008;;;Agriculteurs Chômeurs;La Réunion;La Réunion
04;974402;974;Bras-Panon;csx_rec2taxtypac_rec2rpop;31.73864904238605;2021;2013;;;Artisans, commerçants, chefs d'entreprise Chômeurs;La Réunion;La Réunion
04;974404;974;Étang-Salé;csx_rec4taxtypac_rec2rpop;178.03891537690606;2021;2013;;;Professions intermédiaires Chômeurs;La Réunion;La Réunion
04;974405;974;Petite-Île;csx_rec1taxtypac_rec1rpop;195.54690829531359;2021;2013;;;Agriculteurs Actifs ayant un emploi;La Réunion;La Réunion
04;974405;974;Petite-Île;csx_rec2taxtypac_rec2rpop;42.48046918102022;2021;2013;;;Artisans, commerçants, chefs d'entreprise Chômeurs;La Réunion;La Réunion
04;974411;974;Saint-Denis;csx_rec3taxtypac_rec2rpop;291.6423922415026;2021;2013;;;Cadres et professions intellectuelles supérieures Chômeurs;La Réunion;La Réunion
04;974413;974;Saint-Leu;csx_rec3taxtypac_rec1rpop;1045.4069755975222;2021;2013;;;Cadres et professions intellectuelles supérieures Actifs ayant un emploi;La Réunion;La Réunion
04;974413;974;Saint-Leu;csx_rec4taxtypac_rec2rpop;467.93397983499904;2021;2013;;;Professions intermédiaires Chômeurs;La Réunion;La Réunion
04;974417;974;Saint-Philippe;csx_rec4taxtypac_rec2rpop;54.709562447296896;2021;2013;;;Professions intermédiaires Chômeurs;La Réunion;La Réunion
04;974418;974;Sainte-Marie;csx_rec2taxtypac_rec2rpop;94.93556514199643;2021;2013;;;Artisans, commerçants, chefs d'entreprise Chômeurs;La Réunion;La Réunion
04;974419;974;Sainte-Rose;csx_rec1taxtypac_rec1rpop;64.09009136436524;2021;2013;;;Agriculteurs Actifs ayant un emploi;La Réunion;La Réunion
04;974403;974;Entre-Deux;csx_rec1taxtypac_rec2rpop;0.0;2021;2019;;;Agriculteurs Chômeurs;La Réunion;La Réunion
04;974403;974;Entre-Deux;csx_rec6taxtypac_rec2rpop;235.0;2021;2019;;;Ouvriers Chômeurs;La Réunion;La Réunion
04;974405;974;Petite-Île;csx_rec6taxtypac_rec2rpop;367.9511335274829;2021;2019;;;Ouvriers Chômeurs;La Réunion;La Réunion
04;974406;974;Plaine-Des-Palmistes;csx_rec1taxtypac_rec1rpop;46.84707914446447;2021;2019;;;Agriculteurs Actifs ayant un emploi;La Réunion;La Réunion
04;974408;974;Possession;csx_rec6taxtypac_rec1rpop;1541.1332965665006;2021;2019;;;Ouvriers Actifs ayant un emploi;La Réunion;La Réunion
04;974412;974;Saint-Joseph;csx_rec4taxtypac_rec1rpop;1683.8567451926779;2021;2019;;;Professions intermédiaires Actifs ayant un emploi;La Réunion;La Réunion
04;974412;974;Saint-Joseph;csx_rec6taxtypac_rec2rpop;1807.5537426575706;2021;2019;;;Ouvriers Chômeurs;La Réunion;La Réunion
04;974415;974;Saint-Paul;csx_rec5taxtypac_rec1rpop;7849.5872788017905;2021;2019;;;Employés Actifs ayant un emploi;La Réunion;La Réunion
04;974419;974;Sainte-Rose;csx_rec4taxtypac_rec1rpop;241.0296848588321;2021;2019;;;Professions intermédiaires Actifs ayant un emploi;La Réunion;La Réunion
04;974420;974;Sainte-Suzanne;csx_rec1taxtypac_rec1rpop;73.45635432042374;2021;2019;;;Agriculteurs Actifs ayant un emploi;La Réunion;La Réunion
04;974420;974;Sainte-Suzanne;csx_rec5taxtypac_rec2rpop;882.4139369922005;2021;2019;;;Employés Chômeurs;La Réunion;La Réunion
04;974420;974;Sainte-Suzanne;csx_rec6taxtypac_rec1rpop;1112.1653237478658;2021;2019;;;Ouvriers Actifs ayant un emploi;La Réunion;La Réunion
04;974422;974;Tampon;csx_rec2taxtypac_rec2rpop;236.2732961525296;2021;2019;;;Artisans, commerçants, chefs d'entreprise Chômeurs;La Réunion;La Réunion
04;974423;974;Trois-Bassins;csx_rec5taxtypac_rec2rpop;352.96993385654224;2021;2019;;;Employés Chômeurs;La Réunion;La Réunion
04;974423;974;Trois-Bassins;csx_rec6taxtypac_rec1rpop;410.10338361408947;2021;2019;;;Ouvriers Actifs ayant un emploi;La Réunion;La Réunion
04;974424;974;Cilaos;csx_rec4taxtypac_rec2rpop;31.238729837866686;2021;2019;;;Professions intermédiaires Chômeurs;La Réunion;La Réunion
04;974402;974;Bras-Panon;csx_rec3taxtypac_rec2rpop;10.29853635481103;2019;2017;;;Cadres et professions intellectuelles supérieures Chômeurs;La Réunion;La Réunion
04;974402;974;Bras-Panon;csx_rec4taxtypac_rec1rpop;796.6425456238443;2019;2017;;;Professions intermédiaires Actifs ayant un emploi;La Réunion;La Réunion
04;974406;974;Plaine-Des-Palmistes;csx_rec6taxtypac_rec2rpop;201.19574793589553;2019;2017;;;Ouvriers Chômeurs;La Réunion;La Réunion
04;974407;974;Port;csx_rec5taxtypac_rec1rpop;2171.3288458732013;2019;2017;;;Employés Actifs ayant un emploi;La Réunion;La Réunion
04;974412;974;Saint-Joseph;csx_rec5taxtypac_rec1rpop;2754.2218148143684;2019;2017;;;Employés Actifs ayant un emploi;La Réunion;La Réunion
04;974414;974;Saint-Louis;csx_rec2taxtypac_rec1rpop;838.3315687646643;2019;2017;;;Artisans, commerçants, chefs d'entreprise Actifs ayant un emploi;La Réunion;La Réunion
04;974417;974;Saint-Philippe;csx_rec4taxtypac_rec1rpop;193.57794889668804;2019;2017;;;Professions intermédiaires Actifs ayant un emploi;La Réunion;La Réunion
04;974419;974;Sainte-Rose;csx_rec5taxtypac_rec1rpop;455.0;2019;2017;;;Employés Actifs ayant un emploi;La Réunion;La Réunion
04;974420;974;Sainte-Suzanne;csx_rec5taxtypac_rec2rpop;872.7014109203102;2019;2017;;;Employés Chômeurs;La Réunion;La Réunion
04;974422;974;Tampon;csx_rec6taxtypac_rec1rpop;3169.7131389036876;2019;2017;;;Ouvriers Actifs ayant un emploi;La Réunion;La Réunion
04;974423;974;Trois-Bassins;csx_rec3taxtypac_rec2rpop;15.308625680804102;2019;2017;;;Cadres et professions intellectuelles supérieures Chômeurs;La Réunion;La Réunion
04;974423;974;Trois-Bassins;csx_rec6taxtypac_rec1rpop;416.38664850687604;2019;2017;;;Ouvriers Actifs ayant un emploi;La Réunion;La Réunion
04;974424;974;Cilaos;csx_rec4taxtypac_rec2rpop;30.0;2019;2017;;;Professions intermédiaires Chômeurs;La Réunion;La Réunion
04;974401;974;Avirons;csx_rec6taxtypac_rec1rpop;447.1930013823333;2019;2017;;;Ouvriers Actifs ayant un emploi;La Réunion;La Réunion
04;974405;974;Petite-Île;csx_rec2taxtypac_rec1rpop;252.96676815281575;2019;2017;;;Artisans, commerçants, chefs d'entreprise Actifs ayant un emploi;La Réunion;La Réunion
04;974415;974;Saint-Paul;csx_rec3taxtypac_rec2rpop;223.94691765039985;2019;2017;;;Cadres et professions intellectuelles supérieures Chômeurs;La Réunion;La Réunion
04;974420;974;Sainte-Suzanne;csx_rec5taxtypac_rec1rpop;2091.4580286021987;2019;2017;;;Employés Actifs ayant un emploi;La Réunion;La Réunion
04;974422;974;Tampon;csx_rec3taxtypac_rec1rpop;1500.6216811146005;2019;2017;;;Cadres et professions intellectuelles supérieures Actifs ayant un emploi;La Réunion;La Réunion
04;974401;974;Avirons;csx_rec4taxtypac_rec2rpop;163.27171406250605;2021;2019;;;Professions intermédiaires Chômeurs;La Réunion;La Réunion
04;974401;974;Avirons;csx_rec5taxtypac_rec2rpop;403.12601175698387;2021;2019;;;Employés Chômeurs;La Réunion;La Réunion
04;974405;974;Petite-Île;csx_rec3taxtypac_rec1rpop;286.2485166660634;2021;2019;;;Cadres et professions intellectuelles supérieures Actifs ayant un emploi;La Réunion;La Réunion
04;974409;974;Saint-André;csx_rec5taxtypac_rec2rpop;2081.9506736250914;2021;2019;;;Employés Chômeurs;La Réunion;La Réunion
04;974410;974;Saint-Benoît;csx_rec2taxtypac_rec2rpop;83.9436371467253;2021;2019;;;Artisans, commerçants, chefs d'entreprise Chômeurs;La Réunion;La Réunion
04;974413;974;Saint-Leu;csx_rec4taxtypac_rec1rpop;2526.6929085291385;2021;2019;;;Professions intermédiaires Actifs ayant un emploi;La Réunion;La Réunion
04;974415;974;Saint-Paul;csx_rec3taxtypac_rec2rpop;203.92358605529088;2021;2019;;;Cadres et professions intellectuelles supérieures Chômeurs;La Réunion;La Réunion
04;974418;974;Sainte-Marie;csx_rec5taxtypac_rec1rpop;3101.734720558681;2021;2019;;;Employés Actifs ayant un emploi;La Réunion;La Réunion
04;974419;974;Sainte-Rose;csx_rec3taxtypac_rec1rpop;4.833901232690103;2021;2019;;;Cadres et professions intellectuelles supérieures Actifs ayant un emploi;La Réunion;La Réunion
04;974413;974;Saint-Leu;csx_rec3taxtypac_rec2rpop;83.17637757104823;2021;2019;;;Cadres et professions intellectuelles supérieures Chômeurs;La Réunion;La Réunion
04;974416;974;Saint-Pierre;csx_rec3taxtypac_rec1rpop;2747.715037502468;2021;2019;;;Cadres et professions intellectuelles supérieures Actifs ayant un emploi;La Réunion;La Réunion
04;974416;974;Saint-Pierre;csx_rec5taxtypac_rec2rpop;3440.776247744022;2021;2019;;;Employés Chômeurs;La Réunion;La Réunion
04;974417;974;Saint-Philippe;csx_rec1taxtypac_rec1rpop;105.43610547667355;2021;2019;;;Agriculteurs Actifs ayant un emploi;La Réunion;La Réunion
04;974417;974;Saint-Philippe;csx_rec5taxtypac_rec1rpop;411.20081135902643;2021;2019;;;Employés Actifs ayant un emploi;La Réunion;La Réunion
04;974417;974;Saint-Philippe;csx_rec5taxtypac_rec2rpop;279.4056795131833;2021;2019;;;Employés Chômeurs;La Réunion;La Réunion
04;974407;974;Port;csx_rec2taxtypac_rec2rpop;66.37493779940871;2021;2013;;;Artisans, commerçants, chefs d'entreprise Chômeurs;La Réunion;La Réunion
04;974410;974;Saint-Benoît;csx_rec6taxtypac_rec2rpop;1484.9648778569024;2021;2013;;;Ouvriers Chômeurs;La Réunion;La Réunion
04;974413;974;Saint-Leu;csx_rec2taxtypac_rec2rpop;132.63710877413237;2021;2013;;;Artisans, commerçants, chefs d'entreprise Chômeurs;La Réunion;La Réunion
04;974414;974;Saint-Louis;csx_rec6taxtypac_rec2rpop;2575.7571012021594;2021;2013;;;Ouvriers Chômeurs;La Réunion;La Réunion
04;974424;974;Cilaos;csx_rec2taxtypac_rec2rpop;15.996421237456708;2021;2013;;;Artisans, commerçants, chefs d'entreprise Chômeurs;La Réunion;La Réunion
04;974401;974;Avirons;csx_rec2taxtypac_rec2rpop;27.979574372741126;2019;2012;;;Artisans, commerçants, chefs d'entreprise Chômeurs;La Réunion;La Réunion
04;974405;974;Petite-Île;csx_rec5taxtypac_rec2rpop;430.1924630085527;2019;2012;;;Employés Chômeurs;La Réunion;La Réunion
04;974409;974;Saint-André;csx_rec1taxtypac_rec2rpop;4.98981597954246;2019;2012;;;Agriculteurs Chômeurs;La Réunion;La Réunion
04;974409;974;Saint-André;csx_rec5taxtypac_rec2rpop;2243.971417209456;2019;2012;;;Employés Chômeurs;La Réunion;La Réunion
04;974409;974;Saint-André;csx_rec6taxtypac_rec2rpop;1901.4074584782413;2019;2012;;;Ouvriers Chômeurs;La Réunion;La Réunion
04;974413;974;Saint-Leu;csx_rec3taxtypac_rec1rpop;998.7114568248684;2019;2012;;;Cadres et professions intellectuelles supérieures Actifs ayant un emploi;La Réunion;La Réunion
04;974416;974;Saint-Pierre;csx_rec2taxtypac_rec1rpop;1594.982459535877;2019;2012;;;Artisans, commerçants, chefs d'entreprise Actifs ayant un emploi;La Réunion;La Réunion
04;974417;974;Saint-Philippe;csx_rec4taxtypac_rec1rpop;136.32305504642497;2019;2012;;;Professions intermédiaires Actifs ayant un emploi;La Réunion;La Réunion
04;974418;974;Sainte-Marie;csx_rec4taxtypac_rec1rpop;2212.1683952272747;2019;2012;;;Professions intermédiaires Actifs ayant un emploi;La Réunion;La Réunion
04;974420;974;Sainte-Suzanne;csx_rec1taxtypac_rec1rpop;102.82196359515609;2019;2012;;;Agriculteurs Actifs ayant un emploi;La Réunion;La Réunion
04;974422;974;Tampon;csx_rec5taxtypac_rec2rpop;3376.0335986161313;2019;2012;;;Employés Chômeurs;La Réunion;La Réunion
04;974404;974;Étang-Salé;csx_rec2taxtypac_rec1rpop;264.1312087849877;2019;2007;;;Artisans, commerçants, chefs d'entreprise Actifs ayant un emploi;La Réunion;La Réunion
04;974407;974;Port;csx_rec6taxtypac_rec1rpop;2492.022803864018;2019;2007;;;Ouvriers Actifs ayant un emploi;La Réunion;La Réunion
04;974410;974;Saint-Benoît;csx_rec6taxtypac_rec2rpop;1229.99433739457;2019;2007;;;Ouvriers Chômeurs;La Réunion;La Réunion
04;974412;974;Saint-Joseph;csx_rec4taxtypac_rec1rpop;1448.0943230371215;2019;2007;;;Professions intermédiaires Actifs ayant un emploi;La Réunion;La Réunion
04;974412;974;Saint-Joseph;csx_rec4taxtypac_rec2rpop;316.5894639110544;2019;2007;;;Professions intermédiaires Chômeurs;La Réunion;La Réunion
